year,customer_name_norm,gross_invoices,positive_adjustments,credits_abs,net_invoiced,payments,year_net_delta,running_balance
2018,"C & E SPECIALTIES, INC",11893.08,0.0,0.0,11893.08,12143.08,-250.0,625.0
2019,"C & E SPECIALTIES, INC",4450.38,0.0,0.0,4450.38,4624.38,-174.0,451.0
2020,"C & E SPECIALTIES, INC",8573.48,0.0,0.0,8573.48,8675.48,-102.0,349.0
2021,"C & E SPECIALTIES, INC",4104.84,0.0,0.0,4104.84,4116.68,-11.84,337.16
2022,"C & E SPECIALTIES, INC",6311.03,0.0,0.0,6311.03,6208.06,102.97,440.13
2023,"C & E SPECIALTIES, INC",14808.76,0.0,0.0,14808.76,15149.88,-341.12,99.01
2024,"C & E SPECIALTIES, INC",9479.85,0.0,0.0,9479.85,8731.62,748.23,847.24
2025,"C & E SPECIALTIES, INC",12686.48,0.0,0.0,12686.48,12558.69,127.79,975.03
2026,"C & E SPECIALTIES, INC",2079.0,0.0,0.0,2079.0,2955.02,-876.02,99.01
2018,C T ENERGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,CAMPBELL SAUNDERS LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,CANADARAM,225.75,0.0,225.75,0.0,0.0,0.0,0.0
2021,CANADIAN MEMORIAL CHIROPRACTIC COLLEGE,2822.18,0.0,0.0,2822.18,1400.07,1422.11,1422.11
2022,CANADIAN MEMORIAL CHIROPRACTIC COLLEGE,0.0,0.0,0.0,0.0,1422.11,-1422.11,0.0
2019,CANADIAN TIMBERFRAMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,CANADIAN TIMBERFRAMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,CANAMERICA GLOBAL,5175.47,0.0,0.0,5175.47,4059.21,1116.26,1116.26
2009,CANAMERICA GLOBAL,23686.44,0.0,325.82,23360.62,23563.03,-202.41,913.85
2010,CANAMERICA GLOBAL,14147.85,0.0,0.0,14147.85,14101.86,45.99,959.84
2011,CANAMERICA GLOBAL,12573.12,0.0,262.08,12311.04,12176.64,134.4,1094.24
2012,CANAMERICA GLOBAL,6348.16,0.0,364.0,5984.16,6835.36,-851.2,243.04
2013,CANAMERICA GLOBAL,2030.07,0.0,0.0,2030.07,1743.56,286.51,529.55
2014,CANAMERICA GLOBAL,1999.69,0.0,0.0,1999.69,2196.04,-196.35,333.2
2015,CANAMERICA GLOBAL,1657.43,0.0,0.0,1657.43,1864.63,-207.2,126.0
2016,CANAMERICA GLOBAL,1719.9,0.0,0.0,1719.9,1947.75,-227.85,-101.85
2017,CANAMERICA GLOBAL,50.93,0.0,0.0,50.93,50.93,0.0,-101.85
2018,CANAMERICA GLOBAL,0.0,0.0,0.0,0.0,0.0,0.0,-101.85
2015,CANAMERICA GLOBAL108,101.85,0.0,0.0,101.85,0.0,101.85,101.85
2016,CANDEAL INNOVATION INC,39837.32,0.0,0.0,39837.32,35852.66,3984.66,3984.66
2017,CANDEAL INNOVATION INC,14349.61,0.0,4599.91,9749.7,8086.87,1662.83,5647.49
2018,CANDEAL INNOVATION INC,1985.09,0.0,7632.59,-5647.5,0.0,-5647.5,-0.01
2019,CANDEAL INNOVATION INC,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
2020,CANDEAL INNOVATION INC,2486.0,0.0,0.0,2486.0,2486.0,0.0,-0.01
2021,CANDEAL INNOVATION INC,1926.8,0.0,0.0,1926.8,1926.8,0.0,-0.01
2022,CANDEAL INNOVATION INC,16594.05,0.0,11802.85,4791.2,4791.2,-0.0,-0.01
2023,CANDEAL INNOVATION INC,358.49,0.0,0.0,358.49,358.49,0.0,-0.01
2016,CANUCK PLACE CHILDREN’S HOSPICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,CANUCK PLACE CHILDREN’S HOSPICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CANUCK PLACE CHILDREN’S HOSPICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,CANUCK PLACE CHILDREN’S HOSPICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,CANUCK PLACE CHILDREN’S HOSPICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,CANUCK PLACE CHILDREN’S HOSPICE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,"CASA FOR KIDS, INC",150.0,0.0,0.0,150.0,150.0,0.0,0.0
2013,"CASA FOR KIDS, INC",150.0,0.0,0.0,150.0,150.0,0.0,0.0
2014,"CASA FOR KIDS, INC",150.0,0.0,0.0,150.0,150.0,0.0,0.0
2015,"CASA FOR KIDS, INC",150.0,0.0,0.0,150.0,150.0,0.0,0.0
2016,"CASA FOR KIDS, INC",150.0,0.0,0.0,150.0,150.0,0.0,0.0
2017,"CASA FOR KIDS, INC",0.0,0.0,12.5,-12.5,0.0,-12.5,-12.5
2018,"CASA FOR KIDS, INC",12.5,0.0,0.0,12.5,0.0,12.5,0.0
2013,CASA OF LARAMIE COUNTY,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2014,CASA OF LARAMIE COUNTY,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2015,CASA OF LARAMIE COUNTY,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2016,CASA OF LARAMIE COUNTY,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2017,CASA OF LARAMIE COUNTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CASA OF THE TENNESSEE HEARTLAND,180.0,0.0,0.0,180.0,0.0,180.0,180.0
2015,CASA OF THE TENNESSEE HEARTLAND,180.0,0.0,0.0,180.0,180.0,0.0,180.0
2016,CASA OF THE TENNESSEE HEARTLAND,0.0,0.0,0.0,0.0,180.0,-180.0,0.0
2017,CASA OF THE TENNESSEE HEARTLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CASA OF THE TENNESSEE HEARTLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,CASA OF THE TENNESSEE HEARTLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,CASA OF WISE COUNTY,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2015,CASA OF WISE COUNTY,420.0,0.0,0.0,420.0,420.0,0.0,0.0
2016,CASA OF WISE COUNTY,420.0,0.0,0.0,420.0,420.0,0.0,0.0
2017,CASA OF WISE COUNTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,CASCADIA MOTIVATION,23845.99,0.0,2727.76,21118.23,17140.73,3977.5,3977.5
2022,CASCADIA MOTIVATION,12016.32,0.0,243.81,11772.51,15373.01,-3600.5,377.0
2023,CASCADIA MOTIVATION,64168.47,0.0,790.13,63378.34,63755.34,-377.0,0.0
2024,CASCADIA MOTIVATION,7045.08,0.0,0.0,7045.08,7045.08,0.0,0.0
2025,CASCADIA MOTIVATION,1989.39,0.0,0.0,1989.39,1989.39,0.0,0.0
2009,CASH SALES,358.4,0.0,0.0,358.4,0.0,358.4,358.4
2012,CASH SALES,923.48,0.0,0.0,923.48,756.6,166.88,525.28
2013,CASH SALES,1057.0,0.0,0.0,1057.0,1225.88,-168.88,356.4
2014,CASH SALES,2399.86,0.0,0.0,2399.86,2124.4,275.46,631.86
2015,CASH SALES,737.0,0.0,549.25,187.75,287.0,-99.25,532.61
2016,CASH SALES,84.0,0.0,0.0,84.0,84.0,0.0,532.61
2017,CASH SALES,143.19,0.0,0.0,143.19,143.19,0.0,532.61
2018,CASH SALES,1015.6,0.0,0.0,1015.6,805.6,210.0,742.61
2019,CASH SALES,212.0,0.0,0.0,212.0,212.0,0.0,742.61
2020,CASH SALES,800.0,0.0,0.0,800.0,800.0,0.0,742.61
2005,"CASH SALES
",1327.01,3.0,0.0,1330.01,1330.0,0.01,0.01
2006,"CASH SALES
",1570.39,0.0,0.0,1570.39,1570.38,0.01,0.02
2007,"CASH SALES
",7061.45,0.0,0.0,7061.45,7061.45,0.0,0.02
2008,"CASH SALES
",2960.0,0.0,0.0,2960.0,2960.0,0.0,0.02
2009,"CASH SALES
",1023.09,0.0,0.0,1023.09,1347.89,-324.8,-324.78
2010,"CASH SALES
",1038.99,0.0,0.0,1038.99,1019.0,19.99,-304.79
2011,"CASH SALES
",330.0,0.0,33.6,296.4,350.0,-53.6,-358.39
2012,"CASH SALES
",515.0,0.0,0.0,515.0,515.0,0.0,-358.39
2014,CATHERINE MEYERS,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2015,CATHERINE MEYERS,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2016,CATHERINE MEYERS,270.0,0.0,135.0,135.0,90.0,45.0,45.0
2010,CBM CYBERMED,95.2,0.0,0.0,95.2,95.2,0.0,0.0
2011,CBM CYBERMED,1502.02,0.0,0.0,1502.02,1237.6,264.42,264.42
2012,CBM CYBERMED,694.34,0.0,0.0,694.34,958.76,-264.42,0.0
2013,CBM CYBERMED,112.94,0.0,0.0,112.94,112.94,0.0,0.0
2014,CBM CYBERMED,1899.12,0.0,271.14,1627.98,1740.92,-112.94,-112.94
2015,CBM CYBERMED,435.02,0.0,0.0,435.02,435.02,0.0,-112.94
2016,CBM CYBERMED,559.4,0.0,0.0,559.4,559.4,0.0,-112.94
2017,CBM CYBERMED,542.39,0.0,0.0,542.39,542.39,0.0,-112.94
2018,CBM CYBERMED,2106.57,0.0,0.0,2106.57,2106.57,0.0,-112.94
2019,CBM CYBERMED,787.84,0.0,0.0,787.84,787.84,0.0,-112.94
2020,CBM CYBERMED,1157.58,0.0,0.0,1157.58,1157.58,0.0,-112.94
2021,CBM CYBERMED,344.65,0.0,0.0,344.65,344.65,0.0,-112.94
2022,CBM CYBERMED,1502.23,0.0,0.0,1502.23,1502.23,0.0,-112.94
2023,CBM CYBERMED,209.05,0.0,353.32,-144.27,0.0,-144.27,-257.21
2017,CDS BAGGAGE SERVICES,15537.38,0.0,0.0,15537.38,16104.38,-567.0,-567.0
2018,CDS BAGGAGE SERVICES,189.0,0.0,0.0,189.0,0.0,189.0,-378.0
2019,CDS BAGGAGE SERVICES,826.88,0.0,0.0,826.88,448.88,378.0,0.0
2020,CDS BAGGAGE SERVICES,420.0,0.0,0.0,420.0,420.0,0.0,0.0
2022,CDS BAGGAGE SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,CELERITY ENGINEERING LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,CENTRAL TRACTOR PARTS INC,903.01,0.0,0.0,903.01,903.01,0.0,0.0
2021,CENTRAL TRACTOR PARTS INC,10977.76,0.0,0.0,10977.76,15361.51,-4383.75,-4383.75
2014,CHANA CHARACH,579.18,0.0,0.0,579.18,579.18,0.0,0.0
2015,CHANA CHARACH,756.0,0.0,0.0,756.0,756.0,0.0,0.0
2016,CHANA CHARACH,378.0,0.0,63.0,315.0,378.0,-63.0,-63.0
2022,CHARTER TELECOM INC,9677.39,0.0,0.0,9677.39,9677.39,0.0,0.0
2023,CHARTER TELECOM INC,13119.13,0.0,0.0,13119.13,13119.13,0.0,0.0
2024,CHARTER TELECOM INC,12640.32,0.0,0.0,12640.32,12640.32,0.0,0.0
2025,CHARTER TELECOM INC,12640.32,0.0,0.0,12640.32,12640.32,0.0,0.0
2026,CHARTER TELECOM INC,6252.96,0.0,0.0,6252.96,0.0,6252.96,6252.96
2016,CHES PIERCY CONSULTING LIMITED,829.5,0.0,0.0,829.5,829.5,0.0,0.0
2017,CHES PIERCY CONSULTING LIMITED,567.0,0.0,0.0,567.0,567.0,0.0,0.0
2018,CHES PIERCY CONSULTING LIMITED,508.2,0.0,0.0,508.2,508.2,0.0,0.0
2019,CHES PIERCY CONSULTING LIMITED,541.8,0.0,0.0,541.8,541.8,0.0,0.0
2014,CHESLEY W PIERCY,27.44,0.0,0.0,27.44,27.44,0.0,0.0
2012,CHILD & FAMILY RESEARCH INSTITUTE,5174.4,0.0,1293.6,3880.8,3880.8,-0.0,0.0
2013,CHILD & FAMILY RESEARCH INSTITUTE,25244.8,0.0,431.2,24813.6,25244.8,-431.2,-431.2
2015,CHILD & FAMILY RESEARCH INSTITUTE,1627.51,0.0,0.0,1627.51,0.0,1627.51,1196.31
2016,CHILD & FAMILY RESEARCH INSTITUTE,162.75,0.0,0.0,162.75,1790.26,-1627.51,-431.2
2017,CHILD & FAMILY RESEARCH INSTITUTE,0.0,0.0,0.0,0.0,0.0,0.0,-431.2
2018,CHILD & FAMILY RESEARCH INSTITUTE,10578.78,0.0,0.0,10578.78,10334.65,244.13,-187.07
2019,CHILD & FAMILY RESEARCH INSTITUTE,22618.98,0.0,0.0,22618.98,20991.48,1627.5,1440.43
2020,CHILD & FAMILY RESEARCH INSTITUTE,60652.29,0.0,0.0,60652.29,62429.94,-1777.65,-337.22
2021,CHILD & FAMILY RESEARCH INSTITUTE,10525.23,0.0,25.2,10500.03,10944.71,-444.68,-781.9
2022,CHILD & FAMILY RESEARCH INSTITUTE,3746.48,0.0,0.0,3746.48,3746.48,0.0,-781.9
2023,CHILD & FAMILY RESEARCH INSTITUTE,8903.9,0.0,0.0,8903.9,7974.12,929.78,147.88
2024,CHILD & FAMILY RESEARCH INSTITUTE,14430.71,0.0,0.0,14430.71,10769.53,3661.18,3809.06
2025,CHILD & FAMILY RESEARCH INSTITUTE,19968.1,0.0,2055.2,17912.9,21905.36,-3992.46,-183.4
2026,CHILD & FAMILY RESEARCH INSTITUTE,10739.09,0.0,0.0,10739.09,11337.59,-598.5,-781.9
2024,"CHILD DEVELOPMENT, REHABILITION AND SPECIALIZED PEDIATRICS, BC CHILDRENS HOSPITAL",324.4,0.0,0.0,324.4,324.4,0.0,0.0
2019,CHILD HEALTH BC HIP,244.13,0.0,0.0,244.13,244.13,0.0,0.0
2020,CHILD HEALTH BC HIP,2507.41,0.0,0.0,2507.41,1366.32,1141.09,1141.09
2015,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,7964.26,0.0,1128.75,6835.51,6835.51,0.0,0.0
2016,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,4801.14,0.0,0.0,4801.14,4801.14,0.0,0.0
2017,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,6606.48,0.0,0.0,6606.48,7747.57,-1141.09,-1141.09
2021,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,2620.28,0.0,0.0,2620.28,2620.28,0.0,-1141.09
2022,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,4851.01,0.0,0.0,4851.01,4034.5,816.51,-324.58
2023,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,1580.15,0.0,0.0,1580.15,2256.35,-676.2,-1000.78
2024,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,2081.0,0.0,0.0,2081.0,2221.31,-140.31,-1141.09
2025,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,349.13,0.0,0.0,349.13,0.0,349.13,-791.96
2026,CHILD HEALTH BC HIP SURVEILLANCE PROGRAM,501.38,0.0,0.0,501.38,0.0,501.38,-290.58
2018,CHINOOK PUMPS LTD,5594.14,0.0,162.75,5431.39,5431.39,0.0,0.0
2020,CHINOOK PUMPS LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,CHINOOK PUMPS LTD,7214.19,0.0,0.0,7214.19,7214.19,0.0,0.0
2024,CHINOOK PUMPS LTD,5482.05,0.0,0.0,5482.05,5482.05,0.0,0.0
2025,CHINOOK PUMPS LTD,7888.51,0.0,0.0,7888.51,8013.46,-124.95,-124.95
2012,CHRISTOPHER BOUSE,150.0,0.0,0.0,150.0,150.0,0.0,0.0
2013,CHRISTOPHER BOUSE,150.0,0.0,0.0,150.0,150.0,0.0,0.0
2014,CHRISTOPHER BOUSE,150.0,0.0,0.0,150.0,150.0,0.0,0.0
2015,CHRISTOPHER BOUSE,150.0,0.0,0.0,150.0,0.0,150.0,150.0
2016,CHRISTOPHER'S FURNITURE SERVICE,14306.78,0.0,0.0,14306.78,7449.75,6857.03,6857.03
2017,CHRISTOPHER'S FURNITURE SERVICE,388.5,0.0,0.0,388.5,7245.53,-6857.03,0.0
2014,CITRUS O,435.75,0.0,0.0,435.75,388.5,47.25,47.25
2015,CITRUS O,5502.0,0.0,47.25,5454.75,5502.03,-47.28,-0.03
2016,CITRUS O,1420.86,0.0,0.05,1420.81,1420.81,0.0,-0.03
2017,CITRUS O,2680.12,0.0,224.91,2455.21,2455.22,-0.01,-0.04
2018,CITRUS O,2571.89,0.0,0.0,2571.89,2346.14,225.75,225.71
2019,CITRUS O,2984.67,0.0,0.0,2984.67,1630.17,1354.5,1580.21
2020,CITRUS O,4617.11,0.0,0.0,4617.11,5971.61,-1354.5,225.71
2021,CITRUS O,9242.1,0.0,2103.41,7138.69,6815.29,323.4,549.11
2022,CITRUS O,3546.62,0.0,0.0,3546.62,4449.62,-903.0,-353.89
2023,CITRUS O,3892.92,0.0,0.0,3892.92,3892.92,0.0,-353.89
2024,CITRUS O,3931.22,0.0,0.0,3931.22,3931.22,0.0,-353.89
2025,CITRUS O,4756.19,0.0,0.0,4756.19,4756.19,0.0,-353.89
2026,CITRUS O,4076.82,0.0,0.0,4076.82,4076.82,0.0,-353.89
2013,CITY OF VANCOUVER ACCOUNTS PAYABLE,2248.12,0.0,0.0,2248.12,2248.12,0.0,0.0
2014,CITY OF VANCOUVER ACCOUNTS PAYABLE,4477.76,0.0,0.0,4477.76,4477.76,0.0,0.0
2015,CITY OF VANCOUVER ACCOUNTS PAYABLE,1048.66,0.0,1048.66,0.0,0.0,0.0,0.0
2016,CITY OF VANCOUVER ACCOUNTS PAYABLE,6844.66,0.0,1131.2,5713.46,5713.46,0.0,0.0
2017,CITY OF VANCOUVER ACCOUNTS PAYABLE,692.66,0.0,0.0,692.66,692.66,0.0,0.0
2018,CITY OF VANCOUVER ACCOUNTS PAYABLE,692.66,0.0,0.0,692.66,692.66,0.0,0.0
2019,CITY OF VANCOUVER ACCOUNTS PAYABLE,126.0,0.0,126.0,0.0,126.0,-126.0,-126.0
2016,CLEAN START BC,2720.35,0.0,9.27,2711.08,2711.08,0.0,0.0
2017,CLEAN START BC,1111.88,0.0,0.0,1111.88,0.0,1111.88,1111.88
2018,CLIENT SERVICES IMITS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,CLINICAL AND SYSTEMS TRANSFORMATION AND PHYSICIAN IMPLEMENTATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,CLINICAL SLEEP SOLUTIONS,14566.16,0.0,0.0,14566.16,13555.36,1010.8,1010.8
2012,CLINICAL SLEEP SOLUTIONS,25086.88,0.0,1793.68,23293.2,22123.36,1169.84,2180.64
2013,CLINICAL SLEEP SOLUTIONS,6152.66,0.0,627.2,5525.46,7640.86,-2115.4,65.24
2014,CLINICAL SLEEP SOLUTIONS,0.0,0.0,0.0,0.0,693.0,-693.0,-627.76
2016,CLINICAL SLEEP SOLUTIONS,0.0,0.0,0.0,0.0,0.0,0.0,-627.76
2018,CLOCKWORK PRODUCTIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,CLUB HOUSE CONTROL SOFTWARE,7445.97,0.0,0.0,7445.97,5019.03,2426.94,2426.94
2024,CLUB HOUSE CONTROL SOFTWARE,4245.1,0.0,1563.6,2681.5,5158.11,-2476.61,-49.67
2025,CLUB HOUSE CONTROL SOFTWARE,521.5,0.0,0.0,521.5,0.0,521.5,471.83
2026,CLUB HOUSE CONTROL SOFTWARE,1131.22,0.0,0.0,1131.22,1087.11,44.11,515.94
2012,CNRC CANADIAN NETWORK FOR RESPIRATORY CARE,67.8,0.0,0.0,67.8,67.8,0.0,0.0
2013,CNRC CANADIAN NETWORK FOR RESPIRATORY CARE,50.85,0.0,0.0,50.85,50.85,0.0,0.0
2014,CNRC CANADIAN NETWORK FOR RESPIRATORY CARE,328.83,0.0,0.0,328.83,328.83,0.0,0.0
2015,CNRC CANADIAN NETWORK FOR RESPIRATORY CARE,435.05,0.0,0.0,435.05,435.05,0.0,0.0
2016,CNRC CANADIAN NETWORK FOR RESPIRATORY CARE,457.65,0.0,0.0,457.65,457.65,0.0,0.0
2017,CNRC CANADIAN NETWORK FOR RESPIRATORY CARE,632.8,0.0,350.3,282.5,282.5,-0.0,0.0
2017,COASTAL COLOUR,857.85,0.0,0.0,857.85,857.85,0.0,0.0
2020,COASTAL JAZZ,4863.08,0.0,0.0,4863.08,4863.08,0.0,0.0
2021,COASTAL JAZZ,2895.38,0.0,0.0,2895.38,1666.88,1228.5,1228.5
2022,COASTAL JAZZ,1534.05,0.0,0.0,1534.05,1228.5,305.55,1534.05
2023,COASTAL JAZZ,4870.6,0.0,0.0,4870.6,6404.65,-1534.05,0.0
2024,COASTAL JAZZ,1844.59,0.0,0.0,1844.59,1844.59,0.0,0.0
2025,COASTAL JAZZ,1863.63,0.0,461.16,1402.47,1402.47,0.0,0.0
2021,COASTAL TESTING & INSPECTIONS LTD,225.75,0.0,0.0,225.75,225.75,0.0,0.0
2022,COASTAL TESTING & INSPECTIONS LTD,1868.06,0.0,0.0,1868.06,1868.06,0.0,0.0
2023,COASTAL TESTING & INSPECTIONS LTD,262.5,0.0,262.5,0.0,0.0,0.0,0.0
2024,COASTAL TESTING & INSPECTIONS LTD,434.26,0.0,0.0,434.26,434.26,0.0,0.0
2025,COASTAL TESTING & INSPECTIONS LTD,2473.91,0.0,0.0,2473.91,2001.41,472.5,472.5
2026,COASTAL TESTING & INSPECTIONS LTD,3702.3,0.0,0.0,3702.3,0.0,3702.3,4174.8
2016,COCHLEAR IMPLANT SERVICES,8463.0,0.0,0.0,8463.0,8463.0,0.0,0.0
2022,COLOUR AND STYLE PRINTING,6565.39,0.0,0.0,6565.39,6565.39,0.0,0.0
2023,COLOUR AND STYLE PRINTING,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,COLOUR AND STYLE PRINTING,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,COMIC READERS,2823.19,0.0,0.0,2823.19,2823.19,0.0,0.0
2016,COMPLY TECH LLC,90.0,0.0,0.0,90.0,105.0,-15.0,-15.0
2017,COMPLY TECH LLC,180.0,0.0,30.0,150.0,150.0,0.0,-15.0
2018,COMPLY TECH LLC,263.0,0.0,0.0,263.0,263.0,0.0,-15.0
2019,COMPLY TECH LLC,307.5,0.0,0.0,307.5,307.5,0.0,-15.0
2020,COMPLY TECH LLC,330.0,0.0,0.0,330.0,330.0,0.0,-15.0
2021,COMPLY TECH LLC,623.75,0.0,100.0,523.75,623.75,-100.0,-115.0
2022,COMPLY TECH LLC,498.0,0.0,0.0,498.0,498.0,0.0,-115.0
2023,COMPLY TECH LLC,440.78,0.0,0.0,440.78,440.78,0.0,-115.0
2024,COMPLY TECH LLC,448.85,0.0,0.0,448.85,448.85,0.0,-115.0
2025,COMPLY TECH LLC,547.84,0.0,0.0,547.84,547.84,0.0,-115.0
2026,COMPLY TECH LLC,71.64,0.0,0.0,71.64,71.64,0.0,-115.0
2014,COMPUTER TROUBLESHOOTERS,1341.51,0.0,0.0,1341.51,0.0,1341.51,1341.51
2015,COMPUTER TROUBLESHOOTERS,0.0,0.0,661.63,-661.63,679.88,-1341.51,0.0
2008,COMPUTER TROUBLESHOOTERS - NORTH BURNABY,32.84,0.0,0.0,32.84,32.84,0.0,0.0
2007,COMPUTER TROUBLESHOOTERS CANADA,137.8,0.0,0.0,137.8,137.8,0.0,0.0
2008,COMPUTER TROUBLESHOOTERS CANADA,8358.53,0.0,0.0,8358.53,8206.28,152.25,152.25
2009,COMPUTER TROUBLESHOOTERS CANADA,3996.3,0.0,0.0,3996.3,1544.55,2451.75,2604.0
2010,COMPUTER TROUBLESHOOTERS CANADA,280.0,0.0,0.0,280.0,2884.0,-2604.0,0.0
2011,COMPUTER TROUBLESHOOTERS CANADA,672.0,0.0,0.0,672.0,672.0,0.0,0.0
2012,COMPUTER TROUBLESHOOTERS CANADA,705.73,0.0,0.0,705.73,0.0,705.73,705.73
2013,COMPUTER TROUBLESHOOTERS CANADA,661.63,0.0,0.0,661.63,1367.36,-705.73,0.0
2018,CONFEDERATION PARK 55+ ACTIVITY CENTRE,374.33,0.0,0.0,374.33,374.33,0.0,0.0
2007,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,424.0,0.0,0.0,424.0,424.0,0.0,0.0
2009,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,434.7,0.0,0.0,434.7,434.7,0.0,0.0
2011,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,482.58,0.0,0.0,482.58,482.58,0.0,0.0
2012,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,44.8,0.0,0.0,44.8,20.16,24.64,24.64
2013,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,434.7,0.0,0.0,434.7,459.34,-24.64,0.0
2015,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,457.8,0.0,0.0,457.8,457.8,0.0,0.0
2016,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,23.1,0.0,0.0,23.1,23.1,0.0,0.0
2017,CONVENTION CENTRES OF CANADA C/O CALGARY TELUS CONVENTION CENTRE,519.2,0.0,458.85,60.35,60.35,0.0,0.0
2017,CORE EQUIPMENT,395.5,0.0,0.0,395.5,242.95,152.55,152.55
2018,CORE EQUIPMENT,0.0,0.0,152.55,-152.55,0.0,-152.55,0.0
2012,COUNCIL OF CANADIAN ACADEMIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,COVE MORTGAGE LTD,945.0,0.0,0.0,945.0,945.0,0.0,0.0
2025,COVE MORTGAGE LTD,2676.71,0.0,0.0,2676.71,2676.71,0.0,0.0
2020,CPS FILTRATION,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,CRADOC CORPORATION,300.0,0.0,300.0,0.0,0.0,0.0,0.0
2014,CRAILAR,1212.76,0.0,0.0,1212.76,1212.76,0.0,0.0
2015,CRAILAR,81.38,0.0,0.0,81.38,81.38,0.0,0.0
2003,CREATIVE THINKING,1207.0,614.7,0.0,1821.7,1821.7,0.0,0.0
2004,CREATIVE THINKING,17544.5,2110.02,0.0,19654.52,17214.52,2440.0,2440.0
2005,CREATIVE THINKING,24766.2,0.0,0.0,24766.2,17000.0,7766.2,10206.2
2006,CREATIVE THINKING,8921.5,0.0,0.0,8921.5,17195.93,-8274.43,1931.77
2007,CREATIVE THINKING,14241.49,0.0,0.0,14241.49,15668.77,-1427.28,504.49
2008,CREATIVE THINKING,22338.06,0.0,252.62,22085.44,21000.0,1085.44,1589.93
2009,CREATIVE THINKING,22380.86,0.0,0.0,22380.86,25000.0,-2619.14,-1029.21
2010,CREATIVE THINKING,3573.32,0.0,100.0,3473.32,5044.11,-1570.79,-2600.0
2011,CREATIVE THINKING,3040.32,0.0,0.0,3040.32,3040.32,0.0,-2600.0
2012,CREATIVE THINKING,1622.8,0.0,129.6,1493.2,1492.8,0.4,-2599.6
2013,CREATIVE THINKING,1685.2,0.0,0.0,1685.2,1685.6,-0.4,-2600.0
2014,CREATIVE THINKING,1919.2,0.0,0.0,1919.2,1789.6,129.6,-2470.4
2015,CREATIVE THINKING,2010.2,0.0,0.0,2010.2,1884.8,125.4,-2345.0
2016,CREATIVE THINKING,2251.2,0.0,0.0,2251.2,2506.2,-255.0,-2600.0
2017,CREATIVE THINKING,2828.86,0.0,0.0,2828.86,2108.86,720.0,-1880.0
2018,CREATIVE THINKING,3130.98,0.0,0.0,3130.98,3850.98,-720.0,-2600.0
